               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.018519,           0.0049836,                   0,             0.99714,                   1,               0.995,             0.71119,            0.021291,           0.0036716,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.019167,           0.0077054,                   0,             0.99712,                   1,               0.995,             0.70562,            0.021749,           0.0037432,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.018685,           0.0047929,                   0,             0.99704,                   1,               0.995,             0.75752,            0.019886,           0.0037813,                   0,             0.00505,             0.00505,             0.00505
                 152,             0.01883,           0.0053116,                   0,             0.99708,                   1,               0.995,             0.71978,            0.021697,            0.003747,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.019194,           0.0049825,                   0,             0.99733,                   1,               0.995,             0.72003,            0.021778,           0.0037136,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.015611,           0.0039312,                   0,             0.99727,                   1,               0.995,             0.75552,            0.020775,           0.0037241,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.017406,           0.0053408,                   0,             0.99747,                   1,               0.995,             0.77847,            0.019537,           0.0036602,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.017072,           0.0049084,                   0,             0.99728,                   1,               0.995,             0.76902,            0.020252,           0.0036955,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.020209,           0.0055232,                   0,             0.99725,                   1,               0.995,             0.77822,            0.021246,           0.0037928,                   0,            0.004852,            0.004852,            0.004852
                 158,              0.0149,           0.0042586,                   0,             0.99718,                   1,               0.995,             0.78036,            0.020611,           0.0037699,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.016656,           0.0045734,                   0,             0.99693,                   1,               0.995,              0.7799,            0.019407,           0.0037298,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.017133,           0.0061762,                   0,             0.99662,                   1,               0.995,             0.75765,            0.021266,           0.0037222,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.017518,           0.0043358,                   0,             0.99667,                   1,               0.995,             0.77333,            0.020768,           0.0036745,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.017954,           0.0045091,                   0,             0.99625,                   1,               0.995,             0.73924,            0.021736,           0.0036402,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.017343,           0.0047849,                   0,             0.99656,                   1,               0.995,             0.75089,            0.020456,           0.0036259,                   0,            0.004654,            0.004654,            0.004654
                 164,              0.0185,           0.0056454,                   0,             0.99648,                   1,               0.995,             0.79704,            0.018948,           0.0035667,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.016469,           0.0043284,                   0,             0.99647,                   1,               0.995,              0.7595,              0.0208,           0.0036173,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.016591,           0.0042758,                   0,             0.99665,                   1,               0.995,             0.77363,            0.020027,           0.0035539,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.016467,           0.0036754,                   0,             0.99699,                   1,               0.995,             0.77163,            0.019218,           0.0036077,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.016478,           0.0048214,                   0,             0.99702,                   1,               0.995,              0.7604,            0.019614,           0.0035605,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.016741,           0.0038352,                   0,             0.99691,                   1,               0.995,             0.73712,             0.02098,           0.0035496,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.017027,           0.0048486,                   0,             0.99654,                   1,               0.995,             0.76535,            0.018941,           0.0035434,                   0,            0.004423,            0.004423,            0.004423
                 171,             0.01608,           0.0049197,                   0,             0.99742,                   1,               0.995,             0.74445,            0.020733,           0.0036449,                   0,             0.00439,             0.00439,             0.00439
                 172,             0.01585,           0.0047956,                   0,             0.99777,                   1,               0.995,             0.75375,            0.019744,           0.0036383,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.017534,           0.0050683,                   0,             0.99816,                   1,               0.995,             0.73331,            0.021967,           0.0037165,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.014275,           0.0041497,                   0,             0.99814,                   1,               0.995,             0.74175,            0.021241,           0.0037355,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.016842,           0.0048585,                   0,              0.9975,                   1,               0.995,             0.75782,             0.01904,           0.0036221,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.014793,           0.0042717,                   0,             0.99703,                   1,               0.995,             0.75032,            0.019585,           0.0035911,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.016655,           0.0042016,                   0,             0.99676,                   1,               0.995,             0.75769,            0.021249,           0.0036564,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.015466,           0.0045475,                   0,             0.99666,                   1,               0.995,             0.77951,             0.01883,           0.0035911,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.016513,           0.0042945,                   0,             0.99674,                   1,               0.995,             0.76768,            0.018034,            0.003602,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.016527,           0.0052687,                   0,             0.99695,                   1,               0.995,             0.75057,            0.019404,           0.0036359,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.013974,           0.0045287,                   0,             0.99716,                   1,               0.995,              0.7494,            0.019773,           0.0035858,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.015566,           0.0043201,                   0,             0.99738,                   1,               0.995,             0.73635,             0.02078,           0.0036249,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.014135,           0.0044854,                   0,             0.99748,                   1,               0.995,             0.78086,            0.018584,           0.0036125,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.015168,           0.0052349,                   0,             0.99744,                   1,               0.995,             0.73119,            0.019091,           0.0036325,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.018856,           0.0044798,                   0,             0.99746,                   1,               0.995,             0.75942,            0.018952,           0.0037012,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.016411,           0.0045897,                   0,             0.99737,                   1,               0.995,             0.76503,            0.019339,           0.0037861,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.014521,           0.0039325,                   0,             0.99732,                   1,               0.995,              0.7604,            0.018838,           0.0038176,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.012609,            0.003584,                   0,             0.99735,                   1,               0.995,             0.74681,            0.019694,           0.0038157,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.014906,           0.0051643,                   0,             0.99744,                   1,               0.995,             0.76728,            0.018704,           0.0038204,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.013069,           0.0038503,                   0,             0.99741,                   1,               0.995,             0.76655,            0.018554,           0.0037661,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.013052,           0.0045512,                   0,             0.99751,                   1,               0.995,             0.76626,            0.017576,           0.0036688,                   0,             0.00373,             0.00373,             0.00373
                 192,             0.01572,           0.0058198,                   0,             0.99758,                   1,               0.995,             0.77687,            0.018234,           0.0036058,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.013965,           0.0043463,                   0,             0.99766,                   1,               0.995,              0.7697,            0.018882,           0.0034924,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.016491,           0.0042923,                   0,             0.99772,                   1,               0.995,             0.76786,            0.020633,           0.0034575,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.015438,           0.0056252,                   0,             0.99785,                   1,               0.995,             0.79165,              0.0171,           0.0033817,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.015413,           0.0051915,                   0,             0.99784,                   1,               0.995,             0.78626,            0.017483,           0.0034275,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.013022,           0.0042499,                   0,             0.99793,                   1,               0.995,             0.79175,            0.018905,           0.0034275,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.013059,           0.0040463,                   0,             0.99785,                   1,               0.995,             0.80439,            0.017647,           0.0033998,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.012634,           0.0038429,                   0,             0.99784,                   1,               0.995,             0.80383,            0.017678,           0.0034027,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.014873,            0.005216,                   0,              0.9978,                   1,               0.995,             0.78643,            0.018132,           0.0034094,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.015035,           0.0046599,                   0,             0.99783,                   1,               0.995,             0.76789,            0.018686,           0.0034304,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.011798,           0.0043864,                   0,              0.9978,                   1,               0.995,              0.7596,            0.017556,           0.0034266,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.013317,           0.0038507,                   0,             0.99777,                   1,               0.995,             0.79725,            0.017114,           0.0033612,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.013524,           0.0045927,                   0,              0.9979,                   1,               0.995,             0.79592,            0.017532,           0.0033712,                   0,            0.003301,            0.003301,            0.003301
                 205,             0.01449,           0.0054705,                   0,             0.99771,                   1,               0.995,             0.79928,            0.018431,           0.0033827,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.012157,           0.0038143,                   0,             0.99766,                   1,               0.995,              0.7678,            0.016993,           0.0033331,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.012713,           0.0039259,                   0,             0.99755,                   1,               0.995,             0.77179,            0.016146,           0.0033164,                   0,            0.003202,            0.003202,            0.003202
                 208,             0.01329,           0.0039499,                   0,             0.99742,                   1,               0.995,             0.78299,            0.017328,           0.0033388,                   0,            0.003169,            0.003169,            0.003169
                 209,             0.01439,           0.0049787,                   0,             0.99725,                   1,               0.995,             0.78249,            0.017353,           0.0033674,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.012135,           0.0035402,                   0,             0.99695,                   1,               0.995,             0.78158,            0.018052,           0.0034184,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.012274,           0.0033336,                   0,             0.99689,                   1,               0.995,             0.78087,            0.017102,           0.0034261,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.014694,           0.0058382,                   0,             0.99707,                   1,               0.995,             0.78054,            0.017274,           0.0033894,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.012989,           0.0032821,                   0,             0.99742,                   1,               0.995,             0.74498,            0.018642,           0.0034037,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.013871,           0.0037649,                   0,             0.99772,                   1,               0.995,             0.77297,             0.01743,           0.0033937,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.013467,           0.0038176,                   0,             0.99776,                   1,               0.995,             0.78749,            0.017312,           0.0034809,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.014288,            0.004884,                   0,             0.99793,                   1,               0.995,             0.78051,            0.017552,           0.0035009,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.013903,           0.0037646,                   0,             0.99784,                   1,               0.995,              0.7788,            0.017363,           0.0034599,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.012084,           0.0038874,                   0,             0.99785,                   1,               0.995,             0.78337,            0.018459,           0.0034666,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.012562,           0.0039503,                   0,             0.99777,                   1,               0.995,             0.78663,            0.017432,           0.0034895,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.013351,           0.0039232,                   0,             0.99777,                   1,               0.995,             0.78359,            0.016923,           0.0035048,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.012387,           0.0041623,                   0,             0.99782,                   1,               0.995,             0.80164,            0.018873,           0.0036221,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.012223,           0.0036907,                   0,             0.99779,                   1,               0.995,              0.7722,            0.017119,           0.0035982,                   0,            0.002707,            0.002707,            0.002707
                 223,             0.01147,           0.0038575,                   0,              0.9977,                   1,               0.995,             0.77984,            0.016674,           0.0036144,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.012042,           0.0041997,                   0,             0.99756,                   1,               0.995,             0.78707,            0.018422,           0.0035906,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.013858,           0.0041342,                   0,             0.99743,                   1,               0.995,             0.79684,            0.016378,           0.0034761,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.010545,            0.003647,                   0,              0.9974,                   1,               0.995,             0.79228,            0.017393,           0.0034876,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.010442,           0.0032873,                   0,             0.99742,                   1,               0.995,             0.79126,            0.016983,           0.0035229,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.010772,           0.0038186,                   0,             0.99748,                   1,               0.995,             0.77855,            0.016995,           0.0035229,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.012905,           0.0037164,                   0,             0.99745,                   1,               0.995,             0.78898,            0.017026,           0.0035553,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.014053,           0.0039059,                   0,              0.9974,                   1,               0.995,               0.765,            0.017171,           0.0035677,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.013906,           0.0038508,                   0,              0.9974,                   1,               0.995,              0.7788,            0.017367,           0.0035906,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.011825,           0.0035332,                   0,             0.99745,                   1,               0.995,             0.78004,            0.017355,            0.003602,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.013259,           0.0045299,                   0,             0.99737,                   1,               0.995,             0.77405,            0.017925,           0.0036049,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.014432,           0.0060547,                   0,             0.99726,                   1,               0.995,             0.78437,            0.017905,            0.003582,                   0,            0.002311,            0.002311,            0.002311
                 235,             0.01139,           0.0037647,                   0,             0.99727,                   1,               0.995,             0.78694,            0.017423,           0.0035353,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.010325,           0.0047027,                   0,             0.99728,                   1,               0.995,             0.78685,            0.017301,           0.0035491,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.010929,           0.0040854,                   0,             0.99741,                   1,               0.995,              0.7812,            0.017584,           0.0035553,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.013021,           0.0035085,                   0,             0.99757,                   1,               0.995,             0.78996,            0.018065,           0.0035415,                   0,            0.002179,            0.002179,            0.002179
                 239,             0.01151,           0.0045913,                   0,              0.9977,                   1,               0.995,             0.79032,            0.016998,           0.0034857,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.011075,           0.0050984,                   0,             0.99778,                   1,               0.995,             0.79866,            0.016473,           0.0034366,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.011369,           0.0044833,                   0,             0.99775,                   1,               0.995,             0.79104,            0.016752,           0.0033946,                   0,             0.00208,             0.00208,             0.00208
                 242,             0.01145,           0.0040536,                   0,             0.99762,                   1,               0.995,              0.7891,            0.017106,           0.0033898,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.012401,           0.0047682,                   0,             0.99762,                   1,               0.995,             0.80022,            0.016472,           0.0033774,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0089559,           0.0032121,                   0,             0.99766,                   1,               0.995,             0.79012,            0.017215,           0.0034261,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.012764,           0.0043678,                   0,             0.99777,                   1,               0.995,             0.79748,            0.016593,           0.0034332,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.010368,           0.0035467,                   0,             0.99777,                   1,               0.995,             0.79068,            0.017398,           0.0034871,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.011387,           0.0036251,                   0,             0.99785,                   1,               0.995,             0.79937,             0.01666,           0.0034428,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0097486,           0.0040868,                   0,             0.99792,                   1,               0.995,             0.79924,            0.017198,           0.0034728,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.010996,           0.0036112,                   0,             0.99787,                   1,               0.995,             0.80229,            0.017545,           0.0034761,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.011651,           0.0042271,                   0,             0.99782,                   1,               0.995,              0.7792,            0.016932,           0.0034533,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.010724,            0.003508,                   0,             0.99786,                   1,               0.995,              0.7758,             0.01747,           0.0034904,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.010866,           0.0038424,                   0,             0.99785,                   1,               0.995,             0.77229,              0.0172,            0.003479,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0098828,           0.0036507,                   0,             0.99779,                   1,               0.995,             0.77016,            0.017356,           0.0035276,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.010293,           0.0037204,                   0,             0.99779,                   1,               0.995,             0.76942,            0.016853,           0.0035067,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0095744,           0.0033831,                   0,             0.99781,                   1,               0.995,             0.77695,            0.016987,           0.0034857,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.011115,           0.0043177,                   0,             0.99785,                   1,               0.995,             0.76871,            0.016802,           0.0034657,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.010067,           0.0037788,                   0,              0.9978,                   1,               0.995,             0.77899,            0.016852,           0.0034781,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.011934,           0.0034866,                   0,             0.99782,                   1,               0.995,             0.78596,            0.017098,           0.0034857,                   0,            0.001519,            0.001519,            0.001519
                 259,             0.01016,           0.0035407,                   0,             0.99774,                   1,               0.995,             0.77608,            0.016602,            0.003458,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.011501,           0.0047693,                   0,             0.99781,                   1,               0.995,              0.7945,            0.017082,           0.0034661,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0094308,           0.0025406,                   0,             0.99779,                   1,               0.995,             0.78267,            0.016655,           0.0034299,                   0,             0.00142,             0.00142,             0.00142
                 262,             0.01136,           0.0047746,                   0,             0.99781,                   1,               0.995,             0.78204,            0.016853,           0.0034513,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.010847,           0.0047076,                   0,             0.99785,                   1,               0.995,             0.78196,            0.016965,           0.0034556,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0097563,           0.0037181,                   0,             0.99784,                   1,               0.995,             0.78531,            0.016767,           0.0034451,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0088381,           0.0029783,                   0,             0.99778,                   1,               0.995,             0.79704,            0.016731,           0.0034518,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0098349,           0.0037282,                   0,             0.99771,                   1,               0.995,             0.78985,            0.016987,           0.0034685,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.010237,           0.0060251,                   0,             0.99768,                   1,               0.995,             0.79361,            0.016598,           0.0034571,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0080196,            0.003332,                   0,             0.99772,                   1,               0.995,             0.78928,            0.016817,            0.003458,                   0,            0.001189,            0.001189,            0.001189
                 269,           0.0093124,           0.0033462,                   0,             0.99772,                   1,               0.995,             0.79059,            0.017007,           0.0034571,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0098448,           0.0035696,                   0,             0.99769,                   1,               0.995,              0.7933,            0.016823,           0.0034513,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.010932,           0.0036482,                   0,             0.99773,                   1,               0.995,             0.80184,            0.016799,           0.0034437,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0090485,           0.0035906,                   0,             0.99772,                   1,               0.995,             0.78897,            0.016872,           0.0034475,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0089174,           0.0029452,                   0,             0.99779,                   1,               0.995,             0.80245,             0.01666,           0.0034494,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.010658,           0.0057664,                   0,             0.99776,                   1,               0.995,             0.80153,            0.016805,           0.0034442,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0082331,           0.0031933,                   0,              0.9978,                   1,               0.995,             0.80205,            0.016795,           0.0034518,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0094542,           0.0038385,                   0,             0.99782,                   1,               0.995,             0.79593,            0.016883,           0.0034566,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0093904,           0.0030403,                   0,             0.99785,                   1,               0.995,             0.80112,            0.017148,           0.0034604,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0090584,             0.00318,                   0,             0.99784,                   1,               0.995,             0.79874,            0.016386,           0.0034471,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0077778,           0.0027996,                   0,             0.99782,                   1,               0.995,             0.80504,            0.016456,           0.0034599,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0097737,           0.0039405,                   0,             0.99782,                   1,               0.995,             0.80668,            0.016419,           0.0034556,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0086156,           0.0036713,                   0,             0.99781,                   1,               0.995,             0.81036,            0.016523,           0.0034604,                   0,             0.00076,             0.00076,             0.00076
                 282,             0.01028,           0.0033537,                   0,             0.99778,                   1,               0.995,             0.79164,            0.016354,           0.0034614,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.010198,           0.0048482,                   0,             0.99785,                   1,               0.995,             0.78482,            0.016319,           0.0034475,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0093033,           0.0035748,                   0,             0.99782,                   1,               0.995,             0.80078,            0.016175,           0.0034451,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0082549,           0.0032832,                   0,             0.99786,                   1,               0.995,             0.79528,            0.016091,           0.0034442,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0092668,           0.0034941,                   0,             0.99785,                   1,               0.995,             0.79407,            0.016259,           0.0034451,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0079744,            0.002808,                   0,             0.99785,                   1,               0.995,             0.80367,            0.016377,           0.0034375,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0077188,           0.0030688,                   0,             0.99784,                   1,               0.995,             0.80984,            0.016261,           0.0034256,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0095023,           0.0037474,                   0,             0.99786,                   1,               0.995,             0.80994,            0.016149,           0.0034113,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.011587,            0.003636,                   0,             0.99783,                   1,               0.995,             0.79802,            0.016248,           0.0034237,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0089748,           0.0038767,                   0,             0.99787,                   1,               0.995,             0.79967,            0.016204,           0.0034242,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.010077,            0.003987,                   0,             0.99786,                   1,               0.995,              0.7936,            0.016191,           0.0034251,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0097841,           0.0039623,                   0,             0.99787,                   1,               0.995,             0.80608,            0.016127,           0.0034275,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0077562,           0.0029728,                   0,              0.9979,                   1,               0.995,             0.80934,            0.016115,            0.003417,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0074418,           0.0031001,                   0,             0.99791,                   1,               0.995,             0.80172,            0.016158,           0.0034184,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0099148,           0.0034304,                   0,              0.9979,                   1,               0.995,             0.80155,            0.016141,           0.0034184,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0096087,           0.0036112,                   0,             0.99788,                   1,               0.995,              0.8006,            0.016068,           0.0034084,                   0,            0.000232,            0.000232,            0.000232
                 298,             0.01175,           0.0033639,                   0,             0.99788,                   1,               0.995,             0.80044,            0.015993,           0.0034084,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0094563,           0.0046838,                   0,             0.99788,                   1,               0.995,             0.80054,            0.015897,            0.003406,                   0,            0.000166,            0.000166,            0.000166
